// Convert item nameid to view
// <nameid>	<IT_type>	<view>	<unused_aegisname>
13012	4	1	Murasame
13013	4	1	Murasame_
13014	4	1	Hakujin
13015	4	1	Hakujin_
13016	4	1	Poison_Knife_
13017	4	1	House_Auger_
13018	4	1	Sucsamad_
13019	4	1	Ginnungagap_
13020	4	1	Warrior_Balmung_
13021	4	1	Combat_Knife_C
13022	4	1	Counter_Dagger_C
13023	4	1	Asura_C
13024	4	1	Sword_Breaker_C
13025	4	1	Mail_Breaker_C
13026	4	1	Moonlight_Sword_C
13027	4	1	Scalpel
13028	4	1	Tooth_Blade
13029	4	1	Prinsence_Knife
13030	4	1	Dragon_Killer_
13031	4	1	Sword_Breaker_
13032	4	1	Mail_Breaker_
13033	4	1	Assasin_Dagger_
13034	4	1	Twilight_Desert
13035	4	1	Sandstorm
13036	4	1	BF_Dagger1
13037	4	1	BF_Dagger2
13038	4	1	Dagger_Of_Hunter
13039	4	1	Ivory_Knife
13040	4	1	N_Cutter
13041	4	1	N_Main_Gauche
13042	4	1	Krieger_Dagger1
13043	4	1	Fortune_Sword_I
13044	4	1	House_Auger_I
13045	4	1	Kamaitachi_I
13046	4	1	Krieg
13047	4	1	Weihna
13048	4	1	Damascus_C
13049	4	1	Lacma
13050	4	1	P_Dagger1
13051	4	1	P_Dagger2
13052	4	1	Tourist_Dagger
13053	4	1	F_Moonlight_Sword_C
13054	4	1	F_Combat_Knife_C
13055	4	1	F_Asura_C
13056	4	1	F_Counter_Dagger_C
13057	4	1	E_Moonlight_Sword_C
13058	4	1	E_Combat_Knife_C
13059	4	1	E_Asura_C
13060	4	1	E_Counter_Dagger_C
13061	4	1	Black_Wing
13062	4	1	Ancient_Dagger
13066	4	1	P_Dagger3
13067	4	1	Kris
13068	4	1	Pompano
13069	4	1	As-nail
13070	4	1	Scarlet-nail
13072	4	1	Bellum_Damascus
13074	4	1	Ninja_Sword_Prototype
13075	4	1	Kurenai
13076	4	1	Nachal_Sword
13078	4	1	Mikacheuki
13100	4	17	Six_Shooter
13101	4	17	Six_Shooter_
13102	4	17	Crimson_Bolt
13103	4	17	Crimson_Bolt_
13104	4	17	The_Garrison
13105	4	17	The_Garrison_
13106	4	17	Gold_Lux
13107	4	17	Wasteland_Outlaw
13108	4	17	BF_Pistol1
13109	4	17	Wasteland_Outlaw_C
13110	4	17	Krieger_Pistol1
13111	4	17	Sharpshooter_Revolver
13112	4	17	P_Revolver1
13113	4	17	P_Revolver2
13114	4	17	P_Revolver3
13150	4	18	Branch
13151	4	18	The_Cyclone
13152	4	18	The_Cyclone_
13153	4	18	Dusk
13154	4	20	Rolling_Stone
13155	4	20	Black_Rose
13156	4	20	Gate_Keeper
13157	4	19	Drifter
13158	4	19	Butcher
13159	4	19	Butcher_
13160	4	21	Destroyer
13161	4	21	Destroyer_
13162	4	21	Inferno
13163	4	18	Long_Barrel
13164	4	18	Long_Barrel_
13165	4	18	Jungle_Carbine
13166	4	18	Jungle_Carbine_
13167	4	20	Gate_KeeperDD
13168	4	20	Thunder_P
13169	4	20	Thunder_P_
13170	4	18	Lever_Action_Rifle
13171	4	18	BF_Rifle1
13172	4	19	BF_Gatling_Gun1
13173	4	20	BF_Shotgun1
13174	4	21	BF_Launcher1
13175	4	18	Lever_Action_Rifle_C
13176	4	18	Krieger_Rifle1
13177	4	19	Krieger_Gatling1
13178	4	20	Krieger_Shotgun1
13179	4	21	Krieger_Launcher1
13200	10	3	Bullet
13201	10	3	Silver_Bullet
13202	10	3	Shell_Of_Blood
13203	10	5	Flare_Sphere
13204	10	5	Lighting_Sphere
13205	10	5	Poison_Sphere
13206	10	5	Blind_Sphere
13207	10	5	Freezing_Sphere
13250	10	6	Shuriken
13251	10	6	Nimbus_Shuriken
13252	10	6	Flash_Shuriken
13253	10	6	Sharp_Leaf_Shuriken
13254	10	6	Thorn_Needle_Shuriken
13255	10	7	Kunai_Of_Icicle
13256	10	7	Kunai_Of_Black_Soil
13257	10	7	Kunai_Of_Furious_Wind
13258	10	7	Kunai_Of_Fierce_Flame
13259	10	7	Kunai_Of_Deadly_Poison
13260	17	9	Apple_Bomb
13261	17	9	Coconut_Bomb
13262	17	9	Melon_Bomb
13263	17	9	Pineapple_Bomb
13264	17	9	Banana_Bomb
13265	17	9	Black_Lump
13266	17	9	Black_Hard_Lump
13267	17	9	Very_Hard_Lump
13268	17	9	Mysterious_Powder
13269	17	9	Boost500_To_Throw
13270	17	9	Full_SwingK_To_Throw
13271	17	9	Mana_Plus_To_Throw
13272	17	9	Cure_Free_To_Throw
13273	17	9	Stamina_Up_M_To_Throw
13274	17	9	Digestive_F_To_Throw
13275	17	9	HP_Inc_PotS_To_Throw
13276	17	9	HP_Inc_PotM_To_Throw
13277	17	9	HP_Inc_PotL_To_Throw
13278	17	9	SP_Inc_PotS_To_Throw
13279	17	9	SP_Inc_PotM_To_Throw
13280	17	9	SP_Inc_PotL_To_Throw
13281	17	9	En_White_PotZ_To_Throw
13282	17	9	Vitata500_To_Throw
13283	17	9	En_Cel_Juice_To_Throw
13284	17	9	Savage_BBQ_To_Throw
13285	17	9	Wug_Cocktail_To_Throw
13286	17	9	M_Brisket_To_Throw
13287	17	9	Siroma_Icetea_To_Throw
13288	17	9	Drocera_Stew_To_Throw
13289	17	9	Petti_Noodle_To_Throw
13290	17	9	Black_Thing_To_Throw
13294	10	7	Explosive_Kunai
13300	4	22	Huuma_Bird_Wing
13301	4	22	Huuma_Giant_Wheel
13302	4	22	Huuma_Giant_Wheel_
13303	4	22	Huuma_Blaze
13304	4	22	Huuma_Calm_Mind
13305	4	22	BF_Huuma_Shuriken1
13306	4	22	BF_Huuma_Shuriken2
13307	4	22	Krieger_Huuma_Shuriken1
13308	4	22	Huuma_Blaze_I
13309	4	22	Huuma_Giant_Wheel_C
13310	4	22	P_Huuma_Suriken1
13311	4	22	Sword_Huuma_Shuriken
13312	4	22	Prototype_Huuma_Shuriken
13313	4	22	Flower_Huuma_Shuriken
13314	4	22	Wave_Huuma_Shuriken
13315	4	22	Thunderstorm_Huuma_Shuriken
13316	4	22	Enhance_Huuma_Shuriken
13400	4	2	Cutlas_
13401	4	2	Excalibur_C
13402	4	2	Cutlas_C
13403	4	2	Solar_Sword_C
13404	4	2	Platinum_Shotel
13405	4	2	Curved_Sword
13406	4	2	Edger
13407	4	2	Nagan_C
13408	4	2	Fire_Brand_C
13409	4	2	Immaterial_Sword_C
13410	4	2	BF_Sword1
13411	4	2	BF_Sword2
13412	4	2	Twin_Edge_B
13413	4	2	Twin_Edge_R
13414	4	2	Elemental_Sword
13415	4	2	N_Falchion
13416	4	2	Krieger_Onehand_Sword1
13417	4	2	Krieger_Onehand_Sword2
13418	4	2	Krieger_Onehand_Sword3
13419	4	2	Holy_Saber
13420	4	2	Honglyun's_Sword
13421	4	2	Ruber
13422	4	2	Flamberge_C
13423	4	2	P_Sabre1
13424	4	2	P_Sabre2
13425	4	2	Tourist_Sword
13426	4	2	F_Cutlas_C
13427	4	2	F_Solar_Sword_C
13428	4	2	Priest_Sword
13429	4	2	E_Cutlas_C
13430	4	2	E_Solar_Sword_C
13431	4	2	Chrome_Sword
13434	4	2	P_Saber3
16000	4	8	Erde
16001	4	8	Red_Square_Bag
16002	4	8	Stunner_C
16003	4	8	Carga_Mace
16004	4	8	P_Mace1
16005	4	8	P_Mace2
16006	4	8	Tourist_Mace
16007	4	8	Mjolnir_C
16008	4	8	F_Spanner_C
16009	4	8	E_Spanner_C
16010	4	8	Red_Ether_Bag
16013	4	8	Judgement_Mace1
16014	4	8	P_Mace3
16016	4	8	Tuna
16017	4	8	Bloody_Cross
16018	4	8	Judgement_Mace2
16020	4	8	Bellum_Stunner
16021	4	8	Bellum_Flail
18000	19	8	Cannon_Ball
18001	19	8	Holy_Cannon_Ball
18002	19	8	Dark_Cannon_Ball
18003	19	8	Soul_Cannon_Ball
18004	19	8	Iron_Cannon_Ball
18100	4	11	Shooting_Star_C
18101	4	11	F_Bow_Of_Rudra_C
18102	4	11	E_Bow_Of_Rudra_C
18103	4	11	Mystic_Bow
18106	4	11	P_Bow3
18107	4	11	Malangdo_Crab
18108	4	11	Zebra_Eel
18109	4	11	Thief_Crossbow
18110	4	11	Giant_Crossbow
18111	4	11	Creeper_Bow
18113	4	11	Bellum_Balista
18114	4	11	Bellum_Crossbow
18500	5	369	Cheer_Scarf6
18501	5	369	Cheer_Scarf8
18502	5	369	Cheer_Scarf10
18503	5	562	Small_Horn_Of_Devil
18504	5	485	Anubis_Helm_J
18505	5	675	Umbala_Spirit
18506	5	676	Hattah_Black
18507	5	73	Elven_Ears_
18508	5	677	Garuda_Hat
18509	5	678	RWC_2010_Indonesia
18510	5	679	Bloody_Angel_Wings
18511	5	680	Bloody_Angel_Wing_Ears
18514	5	682	Paradise_Hat2
18515	5	683	RTC_Winner_Hat
18516	5	684	RTC_2nd_Winner_Hat
18517	5	685	RTC_3rd_Winner_Hat
18518	5	158	Angelwing_Ear_S
18519	5	152	Devilwing_Ear_S
18520	5	686	Jati_Crown
18521	5	571	Lucky_Clover
18523	5	688	Thunderstorm_Cloud
18525	5	690	Watermelon_Hat
18526	5	446	Candy_Cane_In_Mouth
18527	5	691	Dark_Pumpkin_Hat
18530	5	693	Thanatos_Despero_Mask
18531	5	694	Drooping_Permeter
18532	5	708	Heart_Ribbon_Hairband
18533	5	709	Honeybee_Hat
18534	5	710	Fancy_Phantom_Mask
18536	5	711	Puppy_Grass
18537	5	726	Malangdo_Hat
18538	5	712	Spirit_Whispers
18539	5	713	Skull_Cap
18540	5	714	Demon_Mask
18541	5	715	Little_Feather_Hat
18542	5	716	Benevolent_Guardian
18543	5	717	Witch_Hat
18546	5	720	Lover_In_Mouth
18547	5	721	Campus_Festival_Hat
18548	5	722	Taini_Cap
18549	5	723	Butterfly_Hairpin
18550	5	724	Asgard's_Blessing
18553	5	727	Mini_Tree
18554	5	728	King_Prawn_Hat
18570	5	739	Ancient_Gold_Ornament
18580	5	724	Yggdrasil_Crown
18602	5	763	Watermelon_Bite
18607	5	125	Blush_S
18608	5	169	Pair_Of_Red_Ribbon_S
18609	5	187	Dark_Blindfold_S
18656	5	717	Witch's_Pumpkin_Hat
19500	5	65	T_Mr_Smile
19501	5	137	T_Spinx_Helm
19504	5	12	T_Sunglasses
19505	5	54	T_Cigarette
19506	5	300	T_Valkyrie_Feather_Band
19507	5	654	Clear_Sun
19509	5	695	Butterfly_Wing_Ears
19510	5	696	Screw_Stuck_in_Head
19513	5	699	Chicken_Bill
19514	5	700	Charlie's_Beard
19515	5	701	Yellow_Hat
19516	5	702	Singing_Bird
19517	5	703	Chicken_Crest
19518	5	704	Rainbow
19519	5	688	Thunderstorm_Cloud
19520	5	705	Rain_Cloud
19521	5	706	Charlie's_Hat
19522	5	707	Mini_Crown
19523	5	244	Costume_Green_Ribbon
19524	5	85	Costume_Green_Feeler
19525	5	47	Costume_Mini_Glasses
19526	5	40	Costume_Helm
19527	5	43	Costume_Spiky_Band
19528	5	53	Costume_Iron_Cain
19529	5	38	Costume_Angel_Wing
19530	5	541	Costume_Wild_Rose
21001	4	3	Bellum_Claymore
21002	4	3	Bellum_Katzbalger
